student_id,first_name,last_name,sex,department,major,minor,gpa,location,commute,high_school_score,year,graduated_in_4_years
67173846,Elizabeth,Chen,Female,Medicine,Pharmacy,Political Science,2.13,Brownsville,No,65,2021,Yes
15610812,Maria,Lee,Female,Medicine,Biomedical Sciences,Project Management,2.68,Brownsville,No,77,2021,No
92382392,Rahul,Wilson,Male,Arts,Philosophy,Sociology,3.52,Brownsville,Yes,82,2021,Yes
85310218,Carlos,Patel,Male,Computers,Cybersecurity,Mathematics,2.24,Edinburg,No,53,2021,No
98219395,Marcus,Wright,Male,Computers,Data Science,Cybersecurity,2.53,Edinburg,No,53,2021,No
85611761,William,Torres,Male,Medicine,Pharmacy,Sociology,2.25,Harlingen,No,54,2021,Yes
98605556,Lucia,Singh,Female,Computers,Computer Science,Spanish,2.8,Edinburg,Yes,76,2021,No
47723375,Elizabeth,Ramirez,Female,Medicine,Pre-Medicine,Entrepreneurship,3.12,Edinburg,No,79,2021,No
81257107,Mason,Taylor,Male,Business,Marketing,Foreign Language,2.57,Brownsville,Yes,82,2021,No
66258518,Kai,Kumar,Male,Business,Human Resources,Environmental Science,3.09,Harlingen,No,76,2021,No
55276294,Layla,Torres,Female,Mechanical,Automotive Engineering,Foreign Language,2.14,Brownsville,No,64,2021,Yes
23872058,Michael,Kumar,Male,Civil,Geotechnical Engineering,Project Management,3.61,Edinburg,No,83,2021,Yes
32928104,Arjun,Sanchez,Male,Computers,Software Engineering,Communication,3.39,Brownsville,No,66,2021,Yes
27700153,Jordan,Thomas,Male,Business,Entrepreneurship,Project Management,2.97,Brownsville,Yes,73,2021,No
18958679,Marcus,Chen,Male,Engineering,Biomedical Engineering,Political Science,2.45,Brownsville,No,64,2021,No
27006799,Lily,Chen,Female,Civil,Transportation Engineering,Foreign Language,3.35,Edinburg,Yes,77,2021,Yes
49631987,Elizabeth,Anderson,Female,Medicine,Public Health,Foreign Language,3.11,Edinburg,Yes,75,2021,Yes
63948723,Jack,Anderson,Male,Medicine,Pharmacy,Political Science,2.24,Edinburg,No,71,2021,No
39823987,Nora,Taylor,Female,Civil,Urban Planning,Health Science,2.88,Harlingen,Yes,64,2021,No
25769437,Grace,Taylor,Female,Civil,Environmental Engineering,Psychology,2.7,Brownsville,No,78,2021,No
13562661,Diego,Choi,Male,Computers,Information Technology,Entrepreneurship,3.04,Brownsville,Yes,74,2021,Yes
47644694,Zoey,Sanchez,Female,Civil,Transportation Engineering,Communication,3.11,Brownsville,Yes,65,2021,No
25039344,Luis,Williams,Male,Business,Finance,Leadership Studies,3.78,Brownsville,Yes,78,2021,Yes
78328513,Harper,Harris,Female,Mechanical,Thermodynamics,Psychology,3.25,Harlingen,Yes,72,2021,Yes
34257648,Ahmed,Choi,Male,Medicine,Nursing,Health Science,2.44,Edinburg,Yes,79,2021,No
75339077,Fatima,Singh,Female,Business,Entrepreneurship,Cybersecurity,3.11,Harlingen,No,69,2021,No
81799724,Ana,Miller,Female,Mechanical,HVAC Engineering,Sociology,2.71,Edinburg,Yes,76,2021,Yes
46740508,Ryan,Hernandez,Male,Civil,Urban Planning,Ethics,2.87,Harlingen,No,88,2021,Yes
60255732,Emma,Martinez,Female,Medicine,Nursing,Journalism,3.55,Harlingen,No,72,2021,Yes
47859876,Lily,Hill,Female,Mechanical,HVAC Engineering,Mathematics,3.02,Harlingen,Yes,76,2021,No
43875997,Ryan,Nguyen,Male,Arts,Theater,Ethics,3.07,Brownsville,Yes,89,2021,Yes
35598757,Daniel,Martinez,Male,Civil,Geotechnical Engineering,Project Management,2.91,Brownsville,No,88,2021,Yes
17583929,Jordan,Flores,Male,Mechanical,Robotics,Project Management,3.44,Brownsville,No,76,2021,Yes
57797967,Kai,Walker,Male,Business,Finance,Journalism,3.4,Edinburg,Yes,79,2021,No
87537441,Logan,Young,Male,Civil,Geotechnical Engineering,Creative Writing,3.23,Edinburg,Yes,81,2021,Yes
22706013,Ananya,Walker,Female,Mechanical,Automotive Engineering,Film Studies,1.22,Edinburg,Yes,40,2021,No
80833522,Abigail,Clark,Female,Business,Economics,Sociology,2.25,Brownsville,No,65,2021,Yes
24864230,Harper,Lopez,Female,Mechanical,Automotive Engineering,Leadership Studies,2.12,Edinburg,Yes,73,2021,No
53899116,Riley,Martinez,Female,Arts,Fine Arts,Statistics,3.12,Brownsville,No,71,2021,No
38045526,Lily,Park,Female,Business,Marketing,Ethics,2.57,Edinburg,Yes,82,2021,Yes
76814106,Sophia,Young,Female,Computers,Information Technology,Project Management,2.2,Brownsville,Yes,61,2021,No
14600282,Nora,Robinson,Female,Business,Finance,Statistics,1.77,Brownsville,Yes,59,2021,No
75662484,Layla,Gonzalez,Female,Arts,English Literature,Film Studies,2.62,Harlingen,Yes,68,2021,No
65049792,Sebastian,Williams,Male,Computers,Information Technology,Environmental Science,2.98,Brownsville,Yes,72,2021,No
35868795,Kai,Jackson,Male,Arts,Philosophy,Environmental Science,2.14,Brownsville,Yes,61,2021,No
28725270,Abigail,Martin,Female,Engineering,Aerospace Engineering,Psychology,2.56,Edinburg,Yes,81,2021,No
83322806,Luna,Sharma,Female,Mechanical,Manufacturing Engineering,Journalism,3.69,Harlingen,No,86,2021,Yes
16554189,Aiden,Singh,Male,Computers,Information Technology,Communication,2.37,Brownsville,Yes,70,2021,No
94966837,Jack,Anderson,Male,Mechanical,Automotive Engineering,Creative Writing,1.57,Harlingen,Yes,67,2021,No
71516449,Jack,Martin,Male,Arts,Music,Spanish,2.48,Edinburg,No,70,2021,No
60586461,Priya,Martin,Female,Civil,Urban Planning,Film Studies,3.88,Brownsville,No,79,2021,No
15524184,Chloe,Thompson,Female,Business,Management,Psychology,3.31,Edinburg,No,80,2021,Yes
99956485,Jin,Brown,Male,Arts,Graphic Design,Environmental Science,3.12,Brownsville,Yes,73,2021,No
44173853,Ethan,Harris,Male,Civil,Environmental Engineering,Statistics,2.68,Harlingen,Yes,56,2021,No
80693106,William,Thompson,Male,Mechanical,Manufacturing Engineering,Entrepreneurship,2.68,Harlingen,No,71,2021,Yes
13105261,Maria,Wright,Female,Business,Human Resources,Communication,2.56,Edinburg,No,53,2021,Yes
94963155,Ahmed,Smith,Male,Medicine,Pharmacy,Statistics,2.24,Brownsville,Yes,70,2021,No
33599302,Alejandro,Lopez,Male,Computers,Cybersecurity,Journalism,3.23,Edinburg,Yes,89,2021,No
99045880,Amelia,Miller,Female,Business,Management,Communication,3.29,Edinburg,No,65,2021,Yes
16266974,Elizabeth,Perez,Female,Mechanical,Robotics,Ethics,1.79,Brownsville,Yes,45,2021,No
33415783,Ella,Martinez,Female,Mechanical,HVAC Engineering,Health Science,2.79,Edinburg,Yes,76,2021,No
58256683,Mateo,Sanchez,Male,Mechanical,Automotive Engineering,Creative Writing,3.66,Harlingen,No,92,2021,Yes
94692383,Sophia,Gonzalez,Female,Medicine,Pre-Medicine,Ethics,2.26,Edinburg,No,77,2021,No
96744148,Ahmed,Robinson,Male,Business,Accounting,Statistics,3.08,Brownsville,No,68,2021,No
50346471,Henry,Patel,Male,Medicine,Public Health,Communication,1.63,Brownsville,No,64,2021,No
67429543,Madison,Park,Female,Arts,History,Journalism,3.82,Brownsville,No,78,2021,Yes
93281485,Sofia,Young,Female,Business,Marketing,Cybersecurity,2.82,Harlingen,Yes,71,2021,No
11639050,Isabella,Taylor,Female,Mechanical,Robotics,Foreign Language,2.97,Edinburg,No,68,2021,No
21871808,Marcus,Flores,Male,Mechanical,HVAC Engineering,Sociology,2.82,Brownsville,Yes,86,2021,Yes
34326695,Mateo,Ramirez,Male,Civil,Transportation Engineering,Psychology,2.12,Edinburg,Yes,61,2021,No
94108338,Layla,Shah,Female,Mechanical,Thermodynamics,Foreign Language,3.58,Edinburg,Yes,69,2021,Yes
92220776,Rahul,Gonzalez,Male,Medicine,Public Health,Ethics,2.34,Edinburg,No,73,2021,No
64887765,Emily,Johnson,Female,Civil,Environmental Engineering,Health Science,2.27,Edinburg,No,60,2021,No
