student_id,first_name,last_name,sex,department,major,minor,gpa,location,commute,high_school_score,year,graduated_in_4_years
23663072,Liam,Shah,Male,Civil,Geotechnical Engineering,Political Science,1.34,Harlingen,No,37,2019,No
46879940,Valentina,Wilson,Female,Medicine,Nursing,Data Analytics,3.82,Brownsville,Yes,90,2019,No
30982471,Kai,Wilson,Male,Engineering,Chemical Engineering,Creative Writing,2.67,Harlingen,No,75,2019,No
49543885,Lucas,Miller,Male,Business,Accounting,Cybersecurity,2.92,Brownsville,Yes,63,2019,Yes
96921656,Isabella,Martinez,Female,Business,Management,Sociology,2.5,Brownsville,No,82,2019,No
71977377,Eleanor,Lopez,Female,Computers,Information Technology,Ethics,2.5,Harlingen,No,66,2019,No
72065459,Mateo,Miller,Male,Business,Finance,Film Studies,3.41,Harlingen,Yes,78,2019,No
21985713,James,Thompson,Male,Computers,Software Engineering,Entrepreneurship,2.41,Edinburg,No,80,2019,No
63463989,Aiden,Clark,Male,Engineering,Aerospace Engineering,Cybersecurity,2.5,Harlingen,Yes,54,2019,Yes
73004504,Chloe,Allen,Female,Engineering,Chemical Engineering,Statistics,2.26,Edinburg,No,71,2019,No
36146198,Chloe,Nguyen,Female,Business,Human Resources,Ethics,3.49,Edinburg,Yes,96,2019,No
94377180,Ava,Young,Female,Engineering,Biomedical Engineering,Leadership Studies,2.96,Harlingen,Yes,70,2019,No
48856816,Oliver,Garcia,Male,Engineering,Chemical Engineering,Sociology,1.16,Harlingen,Yes,50,2019,No
13494729,Benjamin,Brown,Male,Civil,Environmental Engineering,Political Science,1.63,Harlingen,Yes,61,2019,No
19075574,Evelyn,Jackson,Female,Engineering,Electrical Engineering,Foreign Language,3.39,Harlingen,No,90,2019,No
42245152,Jordan,Martin,Male,Mechanical,Robotics,Political Science,2.76,Edinburg,Yes,57,2019,No
87984326,Henry,Torres,Male,Mechanical,HVAC Engineering,Ethics,3.88,Brownsville,No,74,2019,Yes
93811038,Marcus,Robinson,Male,Mechanical,Robotics,Creative Writing,2.2,Harlingen,Yes,70,2019,No
