student_id,first_name,last_name,sex,department,major,minor,gpa,location,commute,high_school_score,year,graduated_in_4_years
26049386,Rahul,Sanchez,Male,Engineering,Aerospace Engineering,Mathematics,1.41,Brownsville,No,62,2023,No
17329646,Marcus,Taylor,Male,Engineering,Industrial Engineering,Public Relations,3.05,Edinburg,Yes,77,2023,Yes
27815743,Sebastian,Jones,Male,Engineering,Industrial Engineering,Journalism,3.97,Edinburg,Yes,100,2023,Yes
38984473,Mei,Flores,Female,Engineering,Chemical Engineering,Project Management,3.0,Harlingen,No,66,2023,Yes
18286545,Liam,Torres,Male,Medicine,Pharmacy,Foreign Language,2.82,Harlingen,Yes,87,2023,Yes
32479155,Sophia,Perez,Female,Business,Entrepreneurship,Health Science,3.73,Edinburg,Yes,75,2023,Yes
47087533,Nora,Patel,Female,Mechanical,HVAC Engineering,Statistics,2.37,Edinburg,Yes,73,2023,No
60071463,Mei,Shah,Female,Engineering,Aerospace Engineering,Entrepreneurship,2.2,Harlingen,No,77,2023,No
29400463,Carlos,Shah,Male,Computers,Artificial Intelligence,Health Science,3.88,Edinburg,Yes,75,2023,Yes
86346487,Jack,Davis,Male,Engineering,Electrical Engineering,Sociology,1.03,Brownsville,No,44,2023,No
55227722,Noah,Ramirez,Male,Computers,Software Engineering,Environmental Science,2.2,Brownsville,Yes,59,2023,No
49684159,Madison,Robinson,Female,Civil,Geotechnical Engineering,Leadership Studies,3.29,Brownsville,No,67,2023,Yes
85433906,Elizabeth,Nguyen,Female,Arts,Music,Sociology,2.59,Brownsville,No,79,2023,Yes
69019853,Sofia,Lewis,Female,Engineering,Aerospace Engineering,Environmental Science,3.26,Harlingen,No,74,2023,Yes
45347218,Ella,Perez,Female,Business,Entrepreneurship,Spanish,3.03,Harlingen,No,67,2023,Yes
66225381,Layla,Jones,Female,Medicine,Public Health,Foreign Language,3.1,Harlingen,No,62,2023,Yes
99834397,Daniel,Sharma,Male,Medicine,Pre-Medicine,Foreign Language,2.49,Brownsville,No,65,2023,No
71896839,Chloe,Allen,Female,Business,Human Resources,Statistics,1.63,Edinburg,No,56,2023,No
51793328,Ryan,Wright,Male,Medicine,Nursing,Public Relations,3.68,Harlingen,Yes,75,2023,Yes
99700775,Sara,Allen,Female,Arts,Music,Statistics,1.91,Brownsville,Yes,63,2023,No
28697586,Mason,Chen,Male,Computers,Data Science,Data Analytics,2.99,Brownsville,Yes,86,2023,Yes
29610848,Charlotte,Brown,Female,Civil,Geotechnical Engineering,Spanish,3.78,Harlingen,Yes,83,2023,Yes
12635277,Daniel,Young,Male,Civil,Environmental Engineering,Creative Writing,3.81,Harlingen,No,89,2023,Yes
