student_id,first_name,last_name,sex,department,major,minor,gpa,location,commute,high_school_score,year,graduated_in_4_years
83925931,Maria,Lee,Female,Computers,Software Engineering,Entrepreneurship,2.63,Brownsville,Yes,78,2020,Yes
55115024,Priya,Wang,Female,Mechanical,HVAC Engineering,Project Management,2.69,Harlingen,No,77,2020,No
82147469,Arjun,Jones,Male,Arts,Philosophy,Sociology,1.83,Edinburg,Yes,67,2020,No
71998752,Scarlett,Jackson,Female,Civil,Structural Engineering,Environmental Science,2.41,Brownsville,Yes,62,2020,Yes
46073093,Ella,Clark,Female,Arts,Philosophy,Statistics,2.11,Harlingen,Yes,61,2020,No
26091652,Grace,Thomas,Female,Engineering,Industrial Engineering,Project Management,2.34,Edinburg,No,76,2020,No
76759221,Elizabeth,Moore,Female,Computers,Software Engineering,Political Science,2.83,Edinburg,Yes,86,2020,No
24843091,Henry,Thompson,Male,Mechanical,Manufacturing Engineering,Sociology,2.16,Edinburg,Yes,72,2020,No
79173750,Nora,White,Female,Arts,History,Psychology,1.36,Brownsville,No,61,2020,No
32931202,Sara,Scott,Female,Civil,Geotechnical Engineering,Ethics,2.31,Brownsville,No,50,2020,No
19836289,Samuel,Park,Male,Engineering,Industrial Engineering,Spanish,3.71,Harlingen,No,75,2020,Yes
21882133,Lillian,Williams,Female,Arts,History,Film Studies,3.11,Harlingen,No,64,2020,No
40129314,Samuel,Allen,Male,Mechanical,Thermodynamics,Entrepreneurship,3.13,Edinburg,No,67,2020,Yes
97624683,Penelope,Thomas,Female,Computers,Cybersecurity,Foreign Language,3.29,Harlingen,Yes,82,2020,Yes
88618064,Arjun,King,Male,Medicine,Public Health,Cybersecurity,3.02,Edinburg,No,81,2020,No
23058626,Zoey,Perez,Female,Mechanical,HVAC Engineering,Film Studies,2.07,Edinburg,Yes,57,2020,No
60286667,Henry,Thompson,Male,Medicine,Pharmacy,Cybersecurity,2.77,Edinburg,No,76,2020,Yes
25895851,Ella,Wright,Female,Mechanical,HVAC Engineering,Spanish,2.52,Edinburg,No,58,2020,No
98385855,Victoria,Wang,Female,Medicine,Biomedical Sciences,Foreign Language,2.96,Harlingen,No,68,2020,Yes
31609602,Ryan,Allen,Male,Computers,Software Engineering,Health Science,2.7,Edinburg,No,63,2020,No
16882598,Ella,Robinson,Female,Mechanical,Robotics,Foreign Language,3.3,Harlingen,No,77,2020,Yes
99102178,Wei,Wilson,Male,Civil,Geotechnical Engineering,Health Science,3.57,Harlingen,Yes,95,2020,Yes
27942345,Mia,Taylor,Female,Civil,Transportation Engineering,Sociology,3.24,Harlingen,No,79,2020,No
99170976,Kai,Martinez,Male,Engineering,Electrical Engineering,Public Relations,2.96,Harlingen,No,60,2020,Yes
13817894,Layla,Sharma,Female,Arts,Music,Environmental Science,2.98,Edinburg,No,75,2020,Yes
42142717,Maria,Smith,Female,Mechanical,Automotive Engineering,Cybersecurity,2.24,Harlingen,No,50,2020,No
95256353,Lily,Jones,Female,Business,Entrepreneurship,Statistics,3.68,Harlingen,No,84,2020,No
78893689,Wei,Taylor,Male,Civil,Urban Planning,Statistics,2.01,Harlingen,Yes,58,2020,Yes
53927961,Alejandro,Park,Male,Engineering,Industrial Engineering,Leadership Studies,2.12,Brownsville,Yes,49,2020,No
