student_id,first_name,last_name,sex,department,major,minor,gpa,location,commute,high_school_score,year,graduated_in_4_years
99323924,Mia,Smith,Female,Mechanical,Thermodynamics,Communication,3.15,Harlingen,No,73,2025,Yes
46904008,Ananya,Thomas,Female,Medicine,Public Health,Public Relations,2.47,Harlingen,Yes,67,2025,No
87909207,Emma,Singh,Female,Mechanical,Manufacturing Engineering,Psychology,2.65,Harlingen,Yes,54,2025,Yes
40573647,Liam,Kumar,Male,Engineering,Industrial Engineering,Statistics,3.75,Brownsville,No,95,2025,Yes
13898720,Eleanor,Hill,Female,Computers,Data Science,Sociology,1.82,Brownsville,No,43,2025,No
72547037,Isabella,Park,Female,Civil,Transportation Engineering,Entrepreneurship,3.26,Brownsville,No,81,2025,Yes
84875871,Aiden,Kim,Male,Medicine,Pre-Medicine,Foreign Language,3.73,Harlingen,No,76,2025,Yes
17398313,Nora,Jackson,Female,Arts,History,Film Studies,2.94,Edinburg,Yes,68,2025,No
99229604,Amelia,Johnson,Female,Business,Management,Mathematics,1.41,Edinburg,Yes,40,2025,No
25555403,Evelyn,Anderson,Female,Arts,History,Ethics,2.95,Edinburg,Yes,82,2025,Yes
27212759,Miguel,Scott,Male,Medicine,Public Health,Communication,3.68,Harlingen,Yes,95,2025,Yes
27943962,Grace,Wright,Female,Medicine,Public Health,Spanish,2.73,Harlingen,No,69,2025,No
94562170,Rahul,Harris,Male,Engineering,Electrical Engineering,Project Management,2.25,Brownsville,No,76,2025,Yes
95361199,Elizabeth,Thomas,Female,Mechanical,Manufacturing Engineering,Entrepreneurship,3.34,Harlingen,Yes,71,2025,No
77418087,Ahmed,Singh,Male,Engineering,Electrical Engineering,Foreign Language,1.82,Edinburg,No,71,2025,No
90580083,Logan,Garcia,Male,Civil,Environmental Engineering,Public Relations,3.15,Harlingen,Yes,76,2025,No
50642503,Amelia,Miller,Female,Medicine,Nursing,Environmental Science,2.92,Harlingen,Yes,60,2025,No
96527509,Sophia,Davis,Female,Arts,English Literature,Ethics,2.54,Harlingen,Yes,72,2025,Yes
19075207,Olivia,Chen,Female,Medicine,Pre-Medicine,Public Relations,1.73,Harlingen,No,62,2025,No
53805041,Aiden,Sanchez,Male,Engineering,Industrial Engineering,Creative Writing,2.52,Edinburg,No,71,2025,No
64039761,Eleanor,Hill,Female,Computers,Computer Science,Leadership Studies,2.7,Harlingen,Yes,85,2025,Yes
60371702,Nathan,Patel,Male,Business,Human Resources,Creative Writing,3.33,Edinburg,Yes,68,2025,Yes
32377694,Carlos,Johnson,Male,Civil,Geotechnical Engineering,Film Studies,2.35,Edinburg,Yes,50,2025,No
50495095,Lillian,Kumar,Female,Business,Economics,Mathematics,2.82,Edinburg,Yes,74,2025,No
68511067,Maria,Perez,Female,Business,Human Resources,Foreign Language,3.05,Brownsville,No,74,2025,Yes
51971570,Jordan,Thompson,Male,Arts,English Literature,Health Science,2.58,Edinburg,Yes,57,2025,No
54603650,Camila,Chen,Female,Arts,English Literature,Communication,2.51,Brownsville,No,76,2025,Yes
91823230,Henry,Wright,Male,Business,Accounting,Communication,3.83,Harlingen,Yes,88,2025,Yes
70677327,Emma,Miller,Female,Engineering,Electrical Engineering,Communication,2.24,Harlingen,No,61,2025,No
57455473,Luna,Martinez,Female,Mechanical,Automotive Engineering,Data Analytics,3.0,Harlingen,No,77,2025,Yes
81553922,Ava,Sanchez,Female,Mechanical,Robotics,Communication,2.17,Brownsville,Yes,56,2025,Yes
99905686,Charlotte,Scott,Female,Medicine,Public Health,Communication,2.52,Edinburg,Yes,53,2025,Yes
97224211,Penelope,King,Female,Medicine,Pre-Medicine,Creative Writing,1.89,Brownsville,No,72,2025,No
75647795,Harper,Harris,Female,Civil,Transportation Engineering,Journalism,2.4,Edinburg,Yes,81,2025,No
11561832,Isabella,Garcia,Female,Medicine,Biomedical Sciences,Health Science,3.58,Edinburg,No,82,2025,Yes
60616962,Evelyn,Perez,Female,Engineering,Industrial Engineering,Leadership Studies,2.08,Harlingen,No,63,2025,No
76030015,Layla,Scott,Female,Civil,Urban Planning,Public Relations,3.5,Brownsville,Yes,69,2025,Yes
62858396,Michael,Sharma,Male,Computers,Computer Science,Entrepreneurship,2.29,Edinburg,Yes,69,2025,Yes
38447951,Aiden,Moore,Male,Arts,Music,Statistics,3.13,Brownsville,No,77,2025,Yes
28008572,Abigail,Brown,Female,Engineering,Aerospace Engineering,Political Science,2.49,Edinburg,Yes,62,2025,No
79627354,James,Jackson,Male,Business,Finance,Foreign Language,3.8,Edinburg,No,78,2025,Yes
63420986,Lillian,Park,Female,Mechanical,Thermodynamics,Journalism,2.75,Edinburg,No,62,2025,Yes
28816670,Omar,Shah,Male,Arts,History,Data Analytics,2.76,Edinburg,Yes,73,2025,Yes
36364742,Jackson,Martin,Male,Computers,Software Engineering,Leadership Studies,3.35,Edinburg,Yes,90,2025,Yes
66609362,Isabella,Thomas,Female,Mechanical,Manufacturing Engineering,Entrepreneurship,1.97,Harlingen,No,59,2025,No
43385949,Marcus,Sanchez,Male,Medicine,Public Health,Environmental Science,3.11,Harlingen,Yes,80,2025,Yes
23556360,Jack,Wilson,Male,Computers,Cybersecurity,Cybersecurity,2.76,Harlingen,Yes,66,2025,Yes
77149377,Lucas,Martinez,Male,Engineering,Biomedical Engineering,Cybersecurity,3.59,Harlingen,Yes,93,2025,Yes
86841181,Layla,Sanchez,Female,Business,Management,Film Studies,3.47,Harlingen,No,88,2025,No
50511466,Benjamin,Walker,Male,Mechanical,Manufacturing Engineering,Creative Writing,2.68,Harlingen,No,81,2025,No
57678262,Liam,Sharma,Male,Business,Marketing,Communication,2.87,Harlingen,No,64,2025,No
69202894,Riley,Robinson,Female,Arts,Fine Arts,Data Analytics,2.95,Brownsville,Yes,75,2025,Yes
63413293,Grace,Jones,Female,Civil,Transportation Engineering,Data Analytics,2.23,Brownsville,No,61,2025,No
35276855,Elijah,Chen,Male,Civil,Structural Engineering,Sociology,3.9,Brownsville,Yes,93,2025,Yes
80788709,Benjamin,King,Male,Civil,Urban Planning,Spanish,3.4,Harlingen,No,82,2025,No
84124834,Sofia,Walker,Female,Mechanical,Thermodynamics,Project Management,2.94,Brownsville,Yes,75,2025,Yes
